"","X.1","X","Address","Zip","Rent","Beds","Ba","Area","Bldg","Type","Laundry","Heating","Cooling","Pets","Parking","test"
"687",687,687,"1493 Francisco St",94123,4000,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Garage",0
"688",688,688,"149 Dore St",94103,3995,2,2,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"689",689,689,"146 Connecticut St APT 2",94107,6000,3,2,1516,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"690",690,690,"145 Bella Vista Way # A",94127,5995,3,2,1700,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",1
"691",691,691,"1446 Washington St",94109,3150,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"692",692,692,"1446 Jackson St APT 6",94109,3995,2,1,1250,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"693",693,693,"1446 18th Ave",94122,4600,3,1,1500,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"694",694,694,"1443 17th Ave",94122,3888,2,2,1400,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"695",695,695,"1441 Clay St",94109,3550,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"696",696,696,"1440 Clement St",94118,3995,3,2,825,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"697",697,697,"1437 17th Avenue # FL 1ST",94122,4000,2,2,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"698",698,698,"1435 Fulton St APT A",94117,2895,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"699",699,699,"1434 Washington St",94109,4850,2,1,1396,"Apt","Multi Family","In Unit","Forced air",NA,"No","Garage",1
"700",700,700,"1433 Clay St APT 15",94109,5995,3,2,NA,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,0
"701",701,701,"1429 Leavenworth St APT 304",94109,2195,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"702",702,702,"1420 Jones St",94109,3000,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",0
"703",703,703,"1415 5th Ave APT 2",94122,2600,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"704",704,704,"1405 Van Ness Ave",94109,3595,2,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"705",705,705,"1403 Jackson St",94109,2850,1,1,490,"Apt","Apartment",NA,NA,NA,"Yes","Garage",1
"706",706,706,"1401 41st Ave",94122,3300,3,1,2279,"Apt","Apartment","Shared",NA,NA,"Yes","Both",0
"707",707,707,"140 Jersey St",94114,5195,3,1,1200,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",1
"708",708,708,"139 Porter St",94110,2950,2,2,NA,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",1
"709",709,709,"1386 Mcallister St # 5",94115,3999,2,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"710",710,710,"1375 Green St APT 10",94109,2900,7,1,500,"Apt","Multi Family",NA,"Forced air",NA,"No","Both",0
"711",711,711,"1351 Divisadero St APT 1",94115,3300,2,1,900,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"712",712,712,"135 Evelyn Way # DETACH",94127,5880,5,3,1650,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"713",713,713,"135 Corwin St",94114,2795,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"714",714,714,"135 8th St APT 5",94103,2995,2,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"715",715,715,"1335 Bay St APT 3",94123,3600,1,1,567,"Apt","Apartment","Shared","Forced air","Other","Yes","Garage",0
"716",716,716,"1333 Hayes St",94117,10895,5,2,1700,"Apt","Multi Family",NA,NA,NA,"Yes","Both",0
"717",717,717,"1330 Pine St APT 8",94109,2100,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"718",718,718,"1328 Larkin St # TOP",94109,12000,6,3,1635,"Apt","Apartment","In Unit","Forced air","Central","No","Both",0
"719",719,719,"1315 Cole St",94117,6290,3,1,1900,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"720",720,720,"131 Hartford St # B",94114,4000,2,1,900,"Apt","Multi Family","In Unit",NA,NA,"Yes","Garage",1
"721",721,721,"1293 6th Ave",94122,2700,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",0
"722",722,722,"1289 22nd Ave APT 103",94122,2650,2,1,NA,"Apt","Multi Family",NA,"Forced air",NA,"Yes","Both",0
"723",723,723,"1280 Minnesota St APT 103",94107,4650,2,2,1125,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"724",724,724,"1278 Jackson St",94109,3950,1,1,800,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"725",725,725,"1257 Bush St",94109,7000,7,1,NA,"Apt","Apartment","Shared",NA,NA,"No",NA,0
"726",726,726,"1255 Taylor St APT 1",94108,3500,1,1,750,"Apt","Apartment",NA,"Forced air","Central","Yes","Both",0
"727",727,727,"125 Gilbert St APT 8",94103,5000,2,2.5,1540,"Apt","Multi Family","In Unit","Forced air",NA,"No","Garage",1
"728",728,728,"124 Locksley Ave APT 1",94122,2795,1,1,800,"Apt","Multi Family","Shared",NA,NA,"No","Both",0
"729",729,729,"1233 California St APT 306",94109,2400,7,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"730",730,730,"123 Guerrero St APT 3",94103,2995,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"731",731,731,"1225 Bay St",94123,3995,2,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"732",732,732,"1220 14th Ave",94122,2550,1,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",0
"733",733,733,"120 Parker Ave APT 301",94118,4000,2,2,1000,"Apt","Multi Family","Shared","Forced air","Central","Yes",NA,1
"734",734,734,"1190 Haight Street 10 Lyon # 208",94117,2995,7,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"735",735,735,"1184 Alabama St",94110,3600,3,1,900,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,1
"736",736,736,"1177 California St APT 814",94108,5500,2,2.5,1399,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"737",737,737,"1170 Sacramento St APT 16A",94108,14000,2,2,2070,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"738",738,738,"1161 Stanyan St APT 1B",94117,2240,1,1,700,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"739",739,739,"1160 Mission St UNIT 1212",94103,3400,1,1,660,"Apt","Multi Family",NA,NA,NA,"No","1",0
"740",740,740,"1153 Fell St",94117,4500,3,1,2788,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,1
"741",741,741,"113 Laidley St # A",94131,2750,1,1,700,"Apt","Multi Family",NA,NA,NA,"Yes",NA,0
"742",742,742,"1124 Greenwich St",94109,3750,1,1,1800,"Apt","Multi Family",NA,NA,NA,"No","Garage",0
"743",743,743,"1123 Green St",94109,17900,6,4,3451,"Apt","Apartment","In Unit","Forced air","Central","No","Both",0
"744",744,744,"1122 Sutter St APT 12",94109,1800,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,0
"745",745,745,"1117 Ocean Ave",94112,5695,7,NA,19486,"Apt","Multi Family","In Unit, Shared","Forced air","Central","Yes","Both",1
"746",746,746,"1115 Polk St APT 31",94109,2495,1,1,500,"Apt","Multi Family",NA,NA,NA,"No","Both",0
"747",747,747,"1114 Sutter St APT 503",94109,1695,7,1,350,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,0
"748",748,748,"1114 Broadway # 2",94109,2700,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"749",749,749,"1108 Lake St",94118,2975,2,1,NA,"Apt","Apartment",NA,NA,"Central","Yes","Both",0
"750",750,750,"1101 999 Pine St # 1101",94108,3595,1,1,650,"Apt","Multi Family","In Unit",NA,NA,"No","Garage",1
"751",751,751,"1100-1104 Fell Street 1100 Fell Street 501-505 S",94117,5795,3,2,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"752",752,752,"110 Gardenside Drive # Top Floor",94131,2995,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"753",753,753,"1096 Pine St APT 106",94109,1895,7,1,380,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"754",754,754,"1091 Bush St",94109,1800,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"755",755,755,"1078 Potrero Ave",94110,4395,3,2,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"756",756,756,"1069 Francisco St",94109,6200,3,2,1708,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"757",757,757,"1065 Bush St # 211",94109,2995,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"758",758,758,"1053 Bush St APT B",94109,1895,7,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",0
"759",759,759,"1049A Page St",94117,3500,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,0
"760",760,760,"1023 Church St APT 4",94114,3900,2,1,722,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"761",761,761,"101 Leland Ave",94134,3650,3,2,800,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"762",762,762,"101 Leland Ave # 99101",94134,3500,3,2,1100,"Apt","Apartment","Shared",NA,NA,"Yes",NA,0
"763",763,763,"101 Crescent Way APT 2315",94134,3599,2,2,1337,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"764",764,764,"1000 Union St APT 106",94133,3200,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"765",765,765,"1000 Powell St APT 43",94108,2795,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"766",766,766,"1000 Judah St APT 303",94122,2725,1,1,750,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,0
"767",767,767,"1000 Howard St APT 408",94103,1699,1,1,420,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"768",768,768,"1 Hawthorne Street 23c # 23C",94105,5850,2,2,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,0
"769",769,769,"1 Hawthorne St UNIT 3F",94105,3500,1,1,498,"Apt","Multi Family",NA,NA,NA,"No","Garage",1
"770",770,770,"1 Daniel Burnham Ct",94109,3500,1,1,600,"Apt","Multi Family","Shared","Forced air",NA,"Yes","Both",0
"771",771,771,"1 Bluxome St",94107,4800,2,1.5,1361,"Apt","Multi Family","In Unit","Forced air","Other","No","Garage",1
"772",772,772,NA,94123,3095,1,1,600,"Apt","Multi Family","Shared",NA,"None","Yes","Garage",0
"773",773,773,NA,94133,4900,1,1,1035,"Apt","Multi Family","Shared","Radiant","None","Yes","Garage",0
