"","X.1","X","Address","Zip","Rent","Beds","Ba","Area","Bldg","Type","Laundry","Heating","Cooling","Pets","Parking","test"
"269",537,537,235,94110,4195,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"270",541,541,231,94102,2695,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"271",543,543,229,94110,1495,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"272",544,544,228,94107,4200,2,1,3250,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"273",545,545,227,94108,2350,1,1,450,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,1
"274",546,546,226,94116,3200,2,2,1200,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"275",547,547,225,94103,3950,1,1,673,"Apt","Multi Family","In Unit","Forced air","Other","No",NA,1
"276",548,548,224,94110,3695,1,1,5210,"Apt","Apartment","In Unit","Forced air",NA,"Yes",NA,1
"277",549,549,223,94118,14995,5,3,2754,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"278",550,550,222,94116,3795,3,2,NA,"Apt","Multi Family",NA,NA,NA,"Yes","Both",1
"279",551,551,221,94123,3300,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","27",1
"280",552,552,220,94121,5800,4,2,1500,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,1
"281",553,553,219,94158,4800,2,2,1100,"Apt","Multi Family","In Unit",NA,NA,"No","Garage",1
"282",556,556,216,94110,4500,4,1.5,800,"Apt","Apartment",NA,NA,NA,"No",NA,1
"283",561,561,211,94122,1950,1,1,600,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",1
"284",562,562,210,94110,5000,3,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"285",564,564,208,94134,2500,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"286",565,565,207,94118,4900,2,2,1600,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"287",566,566,206,94110,6695,5,1.5,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"288",568,568,204,94114,2995,1,1,500,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",1
"289",570,570,202,94123,7995,5,2,1650,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,1
"290",573,573,199,94118,2200,7,1,400,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"291",575,575,197,94115,3000,1,1,850,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"292",577,577,195,94115,2650,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"293",578,578,194,94110,3895,1,1.5,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",1
"294",579,579,193,94123,3000,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"295",580,580,192,94123,2195,7,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Garage",1
"296",583,583,189,94116,3999,2,1,1250,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"297",586,586,186,94115,3000,1,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,1
"298",587,587,185,94103,6950,7,1,4734,"Apt","Multi Family",NA,"Forced air",NA,"No",NA,1
"299",588,588,184,94109,2575,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"300",589,589,183,94123,3499,1,1,900,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"301",591,591,181,94115,4500,1,1,1100,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"302",593,593,179,94109,3900,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"303",594,594,178,94115,3200,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"304",596,596,176,94103,2600,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"305",598,598,174,94116,3197,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"306",599,599,173,94123,2450,7,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"307",600,600,172,94112,2850,2,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"308",603,603,169,94109,2495,7,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"309",607,607,165,94123,3495,1,1,650,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"310",608,608,164,94109,3400,2,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"311",609,609,163,94116,3750,2,2,1300,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"312",613,613,159,94110,2595,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"313",615,615,157,94114,4500,2,2,990,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"314",618,618,154,94115,3500,1,1,815,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"315",619,619,153,94115,3800,2,1,800,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"316",624,624,148,94133,2495,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"317",625,625,147,94115,3095,1,1,700,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"318",626,626,146,94121,2850,2,1,868,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"319",628,628,144,94109,8000,3,3,NA,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",1
"320",634,634,138,94121,3695,2,1,NA,"Apt","Multi Family","Shared","Radiant","None","Yes","Garage",1
"321",635,635,137,94109,4950,2,2,1030,"Apt","Multi Family","Shared",NA,NA,"Yes","Garage",1
"322",638,638,134,94116,2900,2,1,2200,"Apt","Apartment",NA,NA,NA,"Yes","Garage",1
"323",642,642,130,94118,5195,2,2,1600,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"324",644,644,128,94109,3600,2,1.5,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"325",645,645,127,94122,4500,2,2,2278,"Apt","Apartment","Shared","Forced air","Other","Yes","Both",1
"326",648,648,124,94115,2500,1,1,1396,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"327",650,650,122,94123,2350,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Both",1
"328",653,653,119,94123,3499,2,1,700,"Apt","Apartment",NA,"Forced air",NA,"Yes","Garage",1
"329",656,656,116,94110,3000,1,1,300,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"330",657,657,115,94110,3900,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"331",658,658,114,94123,3000,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes","15",1
"332",662,662,110,94123,4500,2,1,1235,"Apt","Apartment","Shared","Forced air",NA,"Yes","Garage",1
"333",663,663,109,94102,1700,7,1,225,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"334",664,664,108,94110,4300,2,1,3100,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Garage",1
"335",665,665,107,94132,5000,4,3,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"336",666,666,106,94115,3395,1,1,775,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"337",667,667,105,94123,2845,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"338",668,668,104,94115,1750,7,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"339",670,670,102,94109,2600,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"340",671,671,101,94117,5800,3,1.5,1640,"Apt","Multi Family","In Unit",NA,NA,"No",NA,1
"341",674,674,98,94114,5850,3,1.5,1800,"Apt","Multi Family","In Unit","Forced air","None","Yes","Garage",1
"342",675,675,97,94129,3775,3,1,840,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"343",676,676,96,94123,3950,2,1,725,"Apt","Multi Family",NA,NA,NA,"Yes","Garage",1
"344",679,679,93,94123,2495,7,1,600,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"345",681,681,91,94122,2395,1,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,1
"346",685,685,87,94122,2350,1,1,600,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,1
"347",687,687,85,94123,4000,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Garage",1
"348",691,691,81,94109,3150,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"349",692,692,80,94109,3995,2,1,1250,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"350",695,695,77,94109,3550,2,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"351",700,700,72,94109,5995,3,2,NA,"Apt","Apartment","In Unit",NA,NA,"Yes",NA,1
"352",702,702,70,94109,3000,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"353",703,703,69,94122,2600,1,1,NA,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"354",707,707,65,94114,5195,3,1,1200,"Apt","Apartment","In Unit",NA,NA,"Yes","Garage",1
"355",709,709,63,94115,3999,2,1,NA,"Apt","Apartment",NA,"Forced air",NA,"Yes","Both",1
"356",710,710,62,94109,2900,7,1,500,"Apt","Multi Family",NA,"Forced air",NA,"No","Both",1
"357",711,711,61,94115,3300,2,1,900,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"358",713,713,59,94114,2795,1,1,NA,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"359",716,716,56,94117,10895,5,2,1700,"Apt","Multi Family",NA,NA,NA,"Yes","Both",1
"360",719,719,53,94117,6290,3,1,1900,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"361",720,720,52,94114,4000,2,1,900,"Apt","Multi Family","In Unit",NA,NA,"Yes","Garage",1
"362",722,722,50,94122,2650,2,1,NA,"Apt","Multi Family",NA,"Forced air",NA,"Yes","Both",1
"363",723,723,49,94107,4650,2,2,1125,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"364",724,724,48,94109,3950,1,1,800,"Apt","Apartment",NA,NA,NA,"Yes","Both",1
"365",726,726,46,94108,3500,1,1,750,"Apt","Apartment",NA,"Forced air","Central","Yes","Both",1
"366",728,728,44,94122,2795,1,1,800,"Apt","Multi Family","Shared",NA,NA,"No","Both",1
"367",729,729,43,94109,2400,7,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"368",732,732,40,94122,2550,1,1,NA,"Apt","Apartment","Shared","Forced air",NA,"Yes","Both",1
"369",735,735,37,94110,3600,3,1,900,"Apt","Apartment",NA,"Forced air",NA,"Yes",NA,1
"370",737,737,35,94108,14000,2,2,2070,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"371",740,740,32,94117,4500,3,1,2788,"Apt","Apartment","Shared","Forced air",NA,"Yes",NA,1
"372",741,741,31,94131,2750,1,1,700,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"373",742,742,30,94109,3750,1,1,1800,"Apt","Multi Family",NA,NA,NA,"No","Garage",1
"374",743,743,29,94109,17900,6,4,3451,"Apt","Apartment","In Unit","Forced air","Central","No","Both",1
"375",745,745,27,94112,5695,7,NA,19486,"Apt","Multi Family","In Unit, Shared","Forced air","Central","Yes","Both",1
"376",746,746,26,94109,2495,1,1,500,"Apt","Multi Family",NA,NA,NA,"No","Both",1
"377",748,748,24,94109,2700,1,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"378",749,749,23,94118,2975,2,1,NA,"Apt","Apartment",NA,NA,"Central","Yes","Both",1
"379",750,750,22,94108,3595,1,1,650,"Apt","Multi Family","In Unit",NA,NA,"No","Garage",1
"380",751,751,21,94117,5795,3,2,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"381",752,752,20,94131,2995,1,1,NA,"Apt","Apartment","Shared",NA,NA,"Yes","Garage",1
"382",753,753,19,94109,1895,7,1,380,"Apt","Apartment","Shared",NA,NA,"Yes",NA,1
"383",754,754,18,94109,1800,7,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"384",756,756,16,94109,6200,3,2,1708,"Apt","Apartment","In Unit","Forced air",NA,"Yes","Both",1
"385",758,758,14,94109,1895,7,1,NA,"Apt","Multi Family","Shared",NA,NA,"Yes","Both",1
"386",759,759,13,94117,3500,2,1,NA,"Apt","Apartment",NA,NA,NA,"Yes",NA,1
"387",760,760,12,94114,3900,2,1,722,"Apt","Multi Family",NA,NA,NA,"Yes",NA,1
"388",763,763,9,94134,3599,2,2,1337,"Apt","Multi Family",NA,NA,NA,"No",NA,1
"389",766,766,6,94122,2725,1,1,750,"Apt","Multi Family","Shared",NA,NA,"Yes",NA,1
"390",770,770,2,94109,3500,1,1,600,"Apt","Multi Family","Shared","Forced air",NA,"Yes","Both",1
